Entity,Year,Access to electricity (% population)- World Bank
Vanuatu,1993,15.83548832
Vanuatu,1994,18
Vanuatu,1995,17.72359657
Vanuatu,1996,18.65276909
Vanuatu,1997,19.56841087
Vanuatu,1998,20.46781921
Vanuatu,1999,19.1
Vanuatu,2000,22.21591568
Vanuatu,2001,23.0712986
Vanuatu,2002,23.91943741
Vanuatu,2003,24.76423073
Vanuatu,2004,25.60957718
Vanuatu,2005,26.45937538
Vanuatu,2006,26.44
Vanuatu,2007,28.18697929
Vanuatu,2008,29.06693649
Vanuatu,2009,33.29111519
Vanuatu,2010,30.85134506
Vanuatu,2011,31.75230026
Vanuatu,2012,32.65675354
Vanuatu,2013,31.7
Vanuatu,2014,34.46945572
Venezuela,1990,97.48551178
Venezuela,1991,97.61393738
Venezuela,1992,97.820203
Venezuela,1993,97.86717987
Venezuela,1994,97.98703766
Venezuela,1995,98.09877777
Venezuela,1996,98.1996994
Venezuela,1997,98.28708649
Venezuela,1998,98.35823822
Venezuela,1999,98.41155243
Venezuela,2000,98.44982147
Venezuela,2001,98.4769516
Venezuela,2002,98.4968338
Venezuela,2003,98.51337433
Venezuela,2004,98.53046417
Venezuela,2005,98.55200958
Venezuela,2006,98.58190155
Venezuela,2007,98.62310028
Venezuela,2008,98.67480469
Venezuela,2009,98.73525238
Venezuela,2010,98.80270386
Venezuela,2011,98.84
Venezuela,2012,98.95160675
Venezuela,2013,99.02955627
Venezuela,2014,99.10779572
Zambia,1990,13.9
Zambia,1991,14.77597141
Zambia,1992,19.2
Zambia,1993,15.70166588
Zambia,1994,16.15774918
Zambia,1995,16.60571289
Zambia,1996,17.3
Zambia,1997,17.46646881
Zambia,1998,17.87384605
Zambia,1999,18.26338577
Zambia,2000,16.7
Zambia,2001,19.00123405
Zambia,2002,17.4
Zambia,2003,18.5
Zambia,2004,20.3
Zambia,2005,20.42119026
Zambia,2006,20.78730965
Zambia,2007,18.5
Zambia,2008,21.5526619
Zambia,2009,21.94933701
Zambia,2010,22
Zambia,2011,22.76193619
Zambia,2012,23.17436028
Zambia,2013,23.5885334
Zambia,2014,27.9
Yemen,1990,35.17142105
Yemen,1991,36.76848602
Yemen,1992,44.1
Yemen,1993,39.95900345
Yemen,1994,41.54750061
Yemen,1995,43.1278801
Yemen,1996,44.69743347
Yemen,1997,42.6
Yemen,1998,47.79325104
Yemen,1999,49.31520081
Yemen,2000,50.82211304
Yemen,2001,52.31787872
Yemen,2002,53.8064003
Yemen,2003,55.29157639
Yemen,2004,49.59
Yemen,2005,58.26748657
Yemen,2006,59.76601791
Yemen,2007,61.27585602
Yemen,2008,62.79619598
Yemen,2009,64.32528687
Yemen,2010,65.8613739
Yemen,2011,67.40270996
Yemen,2012,68.94754791
Yemen,2013,75.6
Yemen,2014,72.04101563
World,1990,73.44931321
World,1991,71.53405557
World,1992,72.47987486
World,1993,72.98961937
World,1994,73.54998388
World,1995,74.44066925
World,1996,75.20242897
World,1997,75.95072369
World,1998,76.57800623
World,1999,77.4024786
World,2000,77.62422178
World,2001,77.16797026
World,2002,78.64205189
World,2003,79.2054708
World,2004,79.58110975
World,2005,80.2264467
World,2006,80.90574444
World,2007,81.51846941
World,2008,82.05415164
World,2009,83.14876833
World,2010,83.57929572
World,2011,82.55850042
World,2012,84.95581293
World,2013,84.68611468
World,2014,85.33652197
Zimbabwe,1990,29.8888588
Zimbabwe,1991,30.23710442
Zimbabwe,1992,28.2
Zimbabwe,1993,30.92999077
Zimbabwe,1994,28.1
Zimbabwe,1995,31.60122871
Zimbabwe,1996,31.92196655
Zimbabwe,1997,32.22917557
Zimbabwe,1998,32.52014923
Zimbabwe,1999,38.4
Zimbabwe,2000,33.05137634
Zimbabwe,2001,33.29832458
Zimbabwe,2002,34.2
Zimbabwe,2003,33.77438736
Zimbabwe,2004,34.01129913
Zimbabwe,2005,34.25266266
Zimbabwe,2006,37.2
Zimbabwe,2007,34.76339722
Zimbabwe,2008,35.03491974
Zimbabwe,2009,35.31518936
Zimbabwe,2010,35.60245895
Zimbabwe,2011,36.9
Zimbabwe,2012,36.19100189
Zimbabwe,2013,36.48876953
Zimbabwe,2014,32.3
